Order Number,Order Date,Item Name,Quantity
16091,2/8/2019 19:19,Dhansak - Chicken,1
16091,2/8/2019 19:19,Chapati,1
16090,2/8/2019 19:14,Lamb Biryani,2
16090,2/8/2019 19:14,Peshwari Naan,1
16089,2/8/2019 18:41,Onion Bhajee,1
16089,2/8/2019 18:41,Aloo Gobi,1
16089,2/8/2019 18:41,Chicken Biryani,1
16089,2/8/2019 18:41,Madras - Chicken,1
16089,2/8/2019 18:41,Korma - Chicken,1
16089,2/8/2019 18:41,Chicken Balti,1
16089,2/8/2019 18:41,Chicken Tikka Chilli Masala,1
16089,2/8/2019 18:41,Lal Mirch Chicken,1
16089,2/8/2019 18:41,Korma - Prawn,1
16089,2/8/2019 18:41,Korma - King Prawn,1
16089,2/8/2019 18:41,Plain Rice,1
16089,2/8/2019 18:41,Mushroom Rice,2
16089,2/8/2019 18:41,Garlic Naan,1
16089,2/8/2019 18:41,Keema Naan,1
16089,2/8/2019 18:41,Peshwari Naan,1
16089,2/8/2019 18:41,Plain Papadum,10
16089,2/8/2019 18:41,Spicy Papadum,2
16089,2/8/2019 18:41,Mango Chutney,2
16089,2/8/2019 18:41,Onion Chutney,6
16089,2/8/2019 18:41,Red Sauce,4
16089,2/8/2019 18:41,Mint Sauce,2
16088,2/8/2019 18:18,Vindaloo - Chicken,1
16088,2/8/2019 18:18,Madras - Chicken Tikka,1
16088,2/8/2019 18:18,Plain Rice,2
16088,2/8/2019 18:18,Plain Naan,2
16088,2/8/2019 18:18,Madras - Chicken,1
16088,2/8/2019 18:18,Plain Papadum,4
16088,2/8/2019 18:18,Bombay Aloo,1
16087,2/8/2019 17:57,Chicken Tikka Jalfrezi,1
16087,2/8/2019 17:57,Pilau Rice,1
16087,2/8/2019 17:57,Plain Papadum,2
16087,2/8/2019 17:57,Spicy Papadum,1
16087,2/8/2019 17:57,Vindaloo Sauce,1
16086,2/8/2019 17:43,Onion Bhajee,1
16086,2/8/2019 17:43,Mango Chutney,1
16086,2/8/2019 17:43,Meat Samosa,1
16086,2/8/2019 17:43,Chicken Pakora,1
16086,2/8/2019 17:43,Lamb Biryani,1
16086,2/8/2019 17:43,Chicken Biryani,1
16086,2/8/2019 17:43,Chicken Tikka Biryani,1
16086,2/8/2019 17:43,Aloo Gobi,1
16085,2/8/2019 17:26,Chicken Tikka Jalfrezi,1
16085,2/8/2019 17:26,Bombay Aloo,1
16085,2/8/2019 17:26,Chana Masala,1
16085,2/8/2019 17:26,Dupiaza - Chicken,1
16085,2/8/2019 17:26,Keema Naan,1
16085,2/8/2019 17:26,Pilau Rice,1
16085,2/8/2019 17:26,Mushroom Rice,1
16084,2/8/2019 14:11,Muttar Paneer,1
16084,2/8/2019 14:11,Garlic Naan,1
16084,2/8/2019 14:11,Mushroom Rice,1
16084,2/8/2019 14:11,Plain Naan,1
16083,2/8/2019 11:35,Chicken Tikka (Main),2
16083,2/8/2019 11:35,Tandoori Mixed Grill,1
16083,2/8/2019 11:35,Chicken Tikka Masala,1
16083,2/8/2019 11:35,Curry - Chicken,1
16083,2/8/2019 11:35,Bombay Aloo,2
16083,2/8/2019 11:35,Muttar Paneer,1
16083,2/8/2019 11:35,Plain Naan,4
16083,2/8/2019 11:35,Pilau Rice,4
16083,2/8/2019 11:35,Keema Rice,1
16083,2/8/2019 11:35,Aloo Chaat,1
16083,2/8/2019 11:35,Chicken Balti,1
16083,2/8/2019 11:35,Chicken Shashlick,1
16083,2/8/2019 11:35,Vegetable Balti,1
16083,2/8/2019 11:35,Cauliflower Bhajee,1
16083,2/8/2019 11:35,Vindaloo - Chicken,1
16082,1/8/2019 20:42,Butter Chicken,1
16082,1/8/2019 20:42,Prawn Balti,1
16081,1/8/2019 19:51,Tandoori Chicken Masala,1
16081,1/8/2019 19:51,Curry - Chicken,1
16081,1/8/2019 19:51,Aloo Gobi,1
16081,1/8/2019 19:51,Plain Naan,1
16081,1/8/2019 19:51,Pilau Rice,1
16081,1/8/2019 19:51,Plain Papadum,1
16081,1/8/2019 19:51,Red Sauce,1
16081,1/8/2019 19:51,Mango Chutney,1
16081,1/8/2019 19:51,Mixed Starter,1
16080,1/8/2019 19:16,Madras - Lamb,1
16080,1/8/2019 19:16,Mushroom Rice,1
16080,1/8/2019 19:16,French Fries,1
16080,1/8/2019 19:16,Korma - Chicken,2
16080,1/8/2019 19:16,Plain Naan,1
16080,1/8/2019 19:16,Garlic Naan,1
16079,1/8/2019 18:45,Plain Papadum,4
16079,1/8/2019 18:45,Pathia - Chicken Tikka,2
16079,1/8/2019 18:45,COBRA ( LARGE ),1
16079,1/8/2019 18:45,House white wine 75cl,1
16079,1/8/2019 18:45,Pilau Rice,2
16078,1/8/2019 18:41,Lamb Tikka,1
16078,1/8/2019 18:41,Lime Pickle,1
16078,1/8/2019 18:41,Onion Chutney,1
16078,1/8/2019 18:41,Plain Rice,1
16078,1/8/2019 18:41,King Prawn Shaslick,1
16078,1/8/2019 18:41,COBRA ( LARGE ),2
16077,1/8/2019 18:21,Chicken Tikka Biryani,1
16077,1/8/2019 18:21,Stuffed Paratha,1
16077,1/8/2019 18:21,Meat Samosa,1
16076,1/8/2019 18:02,Plain Rice,1
16076,1/8/2019 18:02,Plain Naan,2
16076,1/8/2019 18:02,Mixed Vegetable Curry,1
16076,1/8/2019 18:02,Aloo Gobi,1
16076,1/8/2019 18:02,Curry Sauce,1
16076,1/8/2019 18:02,Mango Chutney,1
16076,1/8/2019 18:02,Raitha,1
16075,1/8/2019 17:59,Madras - Chicken,1
16075,1/8/2019 17:59,Plain Naan,1
16075,1/8/2019 17:59,Bottle Diet Coke,1
16075,1/8/2019 17:59,Plain Rice,1
16074,1/8/2019 17:34,Bombay Aloo,1
16074,1/8/2019 17:34,Chicken Tikka Jalfrezi,1
16074,1/8/2019 17:34,Mushroom Rice,1
16074,1/8/2019 17:34,Plain Papadum,2
16073,1/8/2019 13:33,Cauliflower Bhajee,1
16073,1/8/2019 13:33,Dhansak - Chicken,1
16073,1/8/2019 13:33,Tarka Dall,2
16073,1/8/2019 13:33,Saag Dall,1
16072,1/8/2019 12:33,Vindaloo - Chicken,2
16072,1/8/2019 12:33,Special Fried Rice,1
16072,1/8/2019 12:33,Plain Naan,1
16072,1/8/2019 12:33,Bombay Aloo,1
16071,31/07/2019 21:10,Lamb Biryani,1
16071,31/07/2019 21:10,Chicken Biryani,1
16071,31/07/2019 21:10,Bombay Aloo,1
16071,31/07/2019 21:10,Peshwari Naan,1
16069,31/07/2019 20:35,Dhansak - Lamb,1
16069,31/07/2019 20:35,Korma - Chicken,1
16069,31/07/2019 20:35,Plain Naan,1
16069,31/07/2019 20:35,Pilau Rice,1
16068,31/07/2019 20:11,Pilau Rice,2
16068,31/07/2019 20:11,Chicken Tikka Masala,2
16068,31/07/2019 20:11,Madras - Chicken Tikka,1
16068,31/07/2019 20:11,Onion Bhajee,2
16067,31/07/2019 20:05,Chicken Tikka Jalfrezi,1
16067,31/07/2019 20:05,Pilau Rice,1
16067,31/07/2019 20:05,Plain Naan,1
16067,31/07/2019 20:05,Green Salad,1
16066,31/07/2019 19:54,Sheek Kebab,1
16066,31/07/2019 19:54,Vegetable Biryani,1
16066,31/07/2019 19:54,Aloo Chaat,1
16066,31/07/2019 19:54,Madras - King Prawn,1
16066,31/07/2019 19:54,Pilau Rice,2
16066,31/07/2019 19:54,Butter Chicken,1
16066,31/07/2019 19:54,Plain Papadum,1
16065,31/07/2019 19:35,Chicken Tikka Masala,1
16065,31/07/2019 19:35,Plain Naan,5
16065,31/07/2019 19:35,Rogon - Chicken,1
16065,31/07/2019 19:35,Chicken Tikka (Main),1
16065,31/07/2019 19:35,Madras - Chicken Tikka,2
16065,31/07/2019 19:35,Garlic Naan,1
16065,31/07/2019 19:35,Bombay Aloo,1
16065,31/07/2019 19:35,Saag Aloo,1
16065,31/07/2019 19:35,French Fries,1
16065,31/07/2019 19:35,Pilau Rice,2
16065,31/07/2019 19:35,Onion Bhajee,3
16064,31/07/2019 19:31,Plain Papadum,4
16064,31/07/2019 19:31,Mint Sauce,1
16064,31/07/2019 19:31,Chicken Tikka Karahi,1
16064,31/07/2019 19:31,Mushroom Bhajee,1
16064,31/07/2019 19:31,Plain Rice,2
16063,31/07/2019 19:17,Chicken Tikka,1
16063,31/07/2019 19:17,Royal Paneer,1
16063,31/07/2019 19:17,Garlic Naan,1
16063,31/07/2019 19:17,Bottle Diet Coke,1
16062,31/07/2019 19:05,Korma - Chicken,1
16062,31/07/2019 19:05,Peshwari Naan,1
16062,31/07/2019 19:05,Lemon Rice,1
16062,31/07/2019 19:05,Mushroom Rice,1
16062,31/07/2019 19:05,Lamb Sylhet,1
16061,31/07/2019 19:02,Spicy Papadum,2
16061,31/07/2019 19:02,Red Sauce,1
16061,31/07/2019 19:02,Plain Rice,1
16061,31/07/2019 19:02,Dupiaza - Chicken Tikka,1
16061,31/07/2019 19:02,Chapati,1
16060,31/07/2019 18:58,Saag - Chicken,1
16060,31/07/2019 18:58,Saag Paneer,1
16060,31/07/2019 18:58,Saag Rice,1
16059,31/07/2019 18:50,Sheek Kebab,1
16059,31/07/2019 18:50,Plain Papadum,3
16059,31/07/2019 18:50,Lamb Tikka Masala,1
16059,31/07/2019 18:50,Pilau Rice,1
16059,31/07/2019 18:50,Keema Naan,1
16059,31/07/2019 18:50,French Fries,1
16058,31/07/2019 17:16,Keema Rice,1
16058,31/07/2019 17:16,Bombay Aloo,1
16058,31/07/2019 17:16,Madras - Lamb,1
16057,31/07/2019 13:55,Lamb Biryani,1
16057,31/07/2019 13:55,Lamb Tikka Chilli Masala,1
16057,31/07/2019 13:55,Garlic Naan,1
16056,30/07/2019 21:05,Paneer Tikka Sizzler,1
16056,30/07/2019 21:05,Vindaloo Sauce,1
16056,30/07/2019 21:05,Plain Rice,1
16056,30/07/2019 21:05,French Fries,1
16055,30/07/2019 20:10,Chicken Mysore,1
16055,30/07/2019 20:10,Garlic Naan,3
16055,30/07/2019 20:10,Lamb Chilli Garlic,1
16054,30/07/2019 19:55,Aloo Chaat,1
16054,30/07/2019 19:55,Tandoori Mixed Grill,1
16054,30/07/2019 19:55,Tandoori Roti,1
16053,30/07/2019 18:43,King Prawn Puree,1
16053,30/07/2019 18:43,Plain Papadum,1
16053,30/07/2019 18:43,Chicken Shashlick,1
16053,30/07/2019 18:43,Bhindi Bhajee,1
16053,30/07/2019 18:43,Dhansak Sauce,1
16052,30/07/2019 18:43,Onion Bhajee,2
16052,30/07/2019 18:43,Tarka Dall,1
16052,30/07/2019 18:43,Saag Paneer,1
16052,30/07/2019 18:43,Baingan Hari Mirch,1
16051,30/07/2019 18:38,Madras - Chicken,1
16051,30/07/2019 18:38,Lemon Rice,1
16051,30/07/2019 18:38,Spicy Papadum,1
16051,30/07/2019 18:38,French Fries,1
16050,30/07/2019 18:33,Mint Sauce,1
16050,30/07/2019 18:33,Lime Pickle,1
16048,30/07/2019 18:01,Mango Chutney,2
16047,30/07/2019 17:35,Red Sauce,1
16043,30/07/2019 17:00,Onion Chutney,1
16043,30/07/2019 17:00,Red Sauce,1
16041,29/07/2019 22:21,Red Sauce,1
16038,29/07/2019 20:03,Mango Chutney,1
16033,29/07/2019 17:20,Mint Sauce,1
16030,28/07/2019 20:00,Mango Chutney,1
16030,28/07/2019 20:00,Mint Sauce,1
16030,28/07/2019 20:00,Onion Chutney,1
16027,28/07/2019 19:29,Onion Chutney,1
16026,28/07/2019 19:29,Mango Chutney,1
16026,28/07/2019 19:29,Mint Sauce,1
16020,28/07/2019 17:58,Mango Chutney,1
16020,28/07/2019 17:58,Mint Sauce,1
16019,28/07/2019 17:41,Mango Chutney,1
16017,28/07/2019 17:10,Mango Chutney,1
16011,27/07/2019 20:28,Mango Chutney,1
16011,27/07/2019 20:28,Mint Sauce,1
16009,27/07/2019 19:49,Mango Chutney,2
16009,27/07/2019 19:49,Lime Pickle,1
16008,27/07/2019 19:36,Mango Chutney,1
16007,27/07/2019 19:35,Mint Sauce,1
16007,27/07/2019 19:35,Red Sauce,1
16006,27/07/2019 19:35,Mint Sauce,1
16006,27/07/2019 19:35,Mango Chutney,1
16005,27/07/2019 19:23,Mint Sauce,2
16002,27/07/2019 18:56,Mango Chutney,1
16002,27/07/2019 18:56,Mint Sauce,1
15998,27/07/2019 18:18,Mango Chutney,1
15996,27/07/2019 18:11,Mango Chutney,1
15995,27/07/2019 18:01,Mint Sauce,1
15995,27/07/2019 18:01,Mango Chutney,1
15990,27/07/2019 16:55,Onion Chutney,2
15990,27/07/2019 16:55,Red Sauce,2
15990,27/07/2019 16:55,Mint Sauce,2
15990,27/07/2019 16:55,Mango Chutney,1
15990,27/07/2019 16:55,Lime Pickle,1
15985,26/07/2019 20:42,Mint Sauce,1
15980,26/07/2019 19:51,Mango Chutney,1
15979,26/07/2019 19:42,Mango Chutney,1
15979,26/07/2019 19:42,Red Sauce,1
15978,26/07/2019 19:42,Red Sauce,1
15978,26/07/2019 19:42,Mango Chutney,1
15978,26/07/2019 19:42,Mint Sauce,1
15977,26/07/2019 19:33,Red Sauce,1
15977,26/07/2019 19:33,Mango Chutney,1
15977,26/07/2019 19:33,Mint Sauce,1
15973,26/07/2019 19:12,Mint Sauce,1
15973,26/07/2019 19:12,Red Sauce,1
15967,26/07/2019 18:32,Mango Chutney,1
15966,26/07/2019 18:14,Mango Chutney,1
15966,26/07/2019 18:14,Lime Pickle,1
15965,26/07/2019 17:56,Mango Chutney,1
15964,26/07/2019 17:46,Mint Sauce,2
15964,26/07/2019 17:46,Onion Chutney,1
15964,26/07/2019 17:46,Red Sauce,1
15964,26/07/2019 17:46,Lime Pickle,1
15955,25/07/2019 19:51,Onion Chutney,1
15955,25/07/2019 19:51,Red Sauce,1
15954,25/07/2019 19:50,Mango Chutney,2
15951,25/07/2019 19:11,Mint Sauce,1
15951,25/07/2019 19:11,Mango Chutney,1
15947,25/07/2019 17:23,Lime Pickle,1
15945,24/07/2019 23:08,Mango Chutney,1
15945,24/07/2019 23:08,Mint Sauce,1
15945,24/07/2019 23:08,Onion Chutney,1
15935,23/07/2019 21:30,Mint Sauce,1
15934,23/07/2019 19:54,Mango Chutney,2
15931,23/07/2019 19:26,Red Sauce,1
15931,23/07/2019 19:26,Mint Sauce,1
15925,22/07/2019 20:14,Onion Chutney,1
15925,22/07/2019 20:14,Mint Sauce,1
15925,22/07/2019 20:14,Red Sauce,1
15915,21/07/2019 18:55,Mango Chutney,2
15915,21/07/2019 18:55,Mint Sauce,1
15914,21/07/2019 18:47,Mango Chutney,1
15906,21/07/2019 17:26,Onion Chutney,1
15904,21/07/2019 14:36,Lime Pickle,1
15900,20/07/2019 21:17,Red Sauce,1
15896,20/07/2019 20:15,Mango Chutney,1
15895,20/07/2019 19:47,Mango Chutney,1
15895,20/07/2019 19:47,Mint Sauce,1
15892,20/07/2019 19:04,Mint Sauce,1
15892,20/07/2019 19:04,Onion Chutney,1
15891,20/07/2019 19:04,Mint Sauce,1
15891,20/07/2019 19:04,Onion Chutney,1
15890,20/07/2019 18:58,Mango Chutney,1
15888,20/07/2019 18:45,Mango Chutney,2
15887,20/07/2019 18:41,Mango Chutney,1
15887,20/07/2019 18:41,Mint Sauce,1
15887,20/07/2019 18:41,Red Sauce,1
15885,20/07/2019 18:12,Mint Sauce,1
15884,20/07/2019 18:08,Mint Sauce,1
15879,20/07/2019 16:55,Mango Chutney,1
15873,19/07/2019 20:15,Mint Sauce,1
15872,19/07/2019 19:44,Mango Chutney,1
15872,19/07/2019 19:44,Onion Chutney,4
15872,19/07/2019 19:44,Red Sauce,2
15870,19/07/2019 19:29,Mango Chutney,1
15869,19/07/2019 19:12,Mango Chutney,1
15869,19/07/2019 19:12,Lime Pickle,1
15869,19/07/2019 19:12,Mint Sauce,1
15867,19/07/2019 19:06,Red Sauce,1
15867,19/07/2019 19:06,Mint Sauce,1
15867,19/07/2019 19:06,Lime Pickle,1
15861,19/07/2019 18:10,Lime Pickle,1
15860,19/07/2019 18:08,Mango Chutney,1
15859,19/07/2019 18:05,Mango Chutney,1
15856,19/07/2019 17:42,Mango Chutney,2
15854,19/07/2019 17:31,Mango Chutney,2
15854,19/07/2019 17:31,Onion Chutney,2
15852,19/07/2019 17:14,Mango Chutney,1
15825,16/07/2019 20:22,Onion Chutney,2
15820,16/07/2019 19:02,Mango Chutney,2
15814,16/07/2019 17:35,Lime Pickle,1
15810,15/07/2019 21:44,Mint Sauce,1
15809,15/07/2019 21:30,Mint Sauce,1
15807,15/07/2019 20:35,Mint Sauce,1
15805,15/07/2019 19:18,Mango Chutney,2
15804,15/07/2019 18:51,Mango Chutney,1
15804,15/07/2019 18:51,Mint Sauce,1
15804,15/07/2019 18:51,Onion Chutney,1
15797,14/07/2019 20:29,Mint Sauce,1
15796,14/07/2019 20:23,Mint Sauce,2
15788,14/07/2019 18:07,Mango Chutney,1
15787,14/07/2019 17:47,Mango Chutney,1
15787,14/07/2019 17:47,Red Sauce,1
15785,14/07/2019 16:41,Mango Chutney,1
15784,14/07/2019 16:27,Onion Chutney,1
15784,14/07/2019 16:27,Mint Sauce,1
15776,13/07/2019 19:31,Mango Chutney,1
15774,13/07/2019 19:07,Mango Chutney,1
15774,13/07/2019 19:07,Mint Sauce,1
15771,13/07/2019 18:53,Mango Chutney,1
15771,13/07/2019 18:53,Mint Sauce,1
15771,13/07/2019 18:53,Onion Chutney,1
15771,13/07/2019 18:53,Red Sauce,1
15768,13/07/2019 18:42,Mango Chutney,1
15767,13/07/2019 18:36,Mint Sauce,2
15767,13/07/2019 18:36,Onion Chutney,2
15761,13/07/2019 17:22,Mango Chutney,1
15760,13/07/2019 17:17,Mango Chutney,1
15754,12/7/2019 19:54,Mint Sauce,2
15748,12/7/2019 19:18,Mango Chutney,1
15735,11/7/2019 19:33,Mango Chutney,2
15735,11/7/2019 19:33,Mint Sauce,2
15735,11/7/2019 19:33,Onion Chutney,2
15731,11/7/2019 18:43,Red Sauce,1
15731,11/7/2019 18:43,Mango Chutney,1
15729,11/7/2019 18:27,Mango Chutney,2
15723,10/7/2019 19:24,Mango Chutney,2
15723,10/7/2019 19:24,Onion Chutney,1
15721,10/7/2019 18:25,Mint Sauce,1
15721,10/7/2019 18:25,Lime Pickle,1
15720,10/7/2019 18:17,Onion Chutney,1
15720,10/7/2019 18:17,Mint Sauce,1
15717,9/7/2019 19:57,Mango Chutney,1
15715,9/7/2019 19:19,Onion Chutney,1
15712,9/7/2019 18:14,Mango Chutney,2
15712,9/7/2019 18:14,Mint Sauce,1
15711,9/7/2019 17:41,Red Sauce,1
15695,7/7/2019 19:42,Mango Chutney,1
15695,7/7/2019 19:42,Onion Chutney,1
15688,7/7/2019 18:04,Mint Sauce,2
15679,6/7/2019 20:47,Mango Chutney,1
15674,6/7/2019 19:44,Red Sauce,1
15672,6/7/2019 19:30,Mango Chutney,1
15670,6/7/2019 19:18,Mango Chutney,1
15670,6/7/2019 19:18,Lime Pickle,1
15669,6/7/2019 19:02,Mint Sauce,1
15669,6/7/2019 19:02,Onion Chutney,1
15665,6/7/2019 18:39,Red Sauce,1
15663,6/7/2019 18:32,Mint Sauce,1
15658,6/7/2019 18:02,Mango Chutney,1
15658,6/7/2019 18:02,Mint Sauce,1
15658,6/7/2019 18:02,Onion Chutney,1
15656,6/7/2019 17:20,Onion Chutney,1
15655,6/7/2019 17:15,Mango Chutney,1
15654,6/7/2019 16:59,Mango Chutney,1
15650,5/7/2019 21:40,Onion Chutney,1
15649,5/7/2019 21:33,Mango Chutney,1
15645,5/7/2019 19:43,Mango Chutney,1
15645,5/7/2019 19:43,Onion Chutney,1
15643,5/7/2019 19:29,Mango Chutney,4
15643,5/7/2019 19:29,Onion Chutney,2
15641,5/7/2019 19:09,Onion Chutney,2
15637,5/7/2019 18:23,Mango Chutney,1
